mjn-cz-noise-3 1744563925 58.3
mjn-u-cz1 1744563934 56.3
mjn-cz-noise-3 1744563988 57
mjn-u-cz1 1744563990 55.9
mjn-cz-noise-3 1744564044 58
mjn-u-cz1 1744564047 61.1
mjn-test-1 1744564089 54
mjn-u-cz1 1744564105 58.8
mjn-cz-noise-3 1744564106 61.2
mjn-test-1 1744564151 51.8
mjn-u-cz1 1744564167 64.6
mjn-cz-noise-3 1744564167 66.7
mjn-test-1 1744564212 51.3
mjn-cz-noise-3 1744564225 58.4
mjn-u-cz1 1744564227 54.7
mjn-u-cz1 1744564285 65.7
mjn-test-1 1744564337 55.1
mjn-cz-noise-3 1744564347 61.3
mjn-u-cz1 1744564347 53.6
mjn-test-1 1744564397 53.4
mjn-u-cz1 1744564406 56
mjn-cz-noise-3 1744564412 65.3
mjn-cz-noise-3 1744564468 62.9
mjn-u-cz1 1744564469 55.1
mjn-test-1 1744564517 49.2
mjn-cz-noise-3 1744564526 65.8
mjn-u-cz1 1744564527 60.3
mjn-test-1 1744564577 48.8
mjn-u-cz1 1744564586 55.5
mjn-test-1 1744564630 57.6
mjn-cz-noise-3 1744564646 66.5
mjn-test-1 1744564692 53.7
mjn-u-cz1 1744564707 55.7
mjn-cz-noise-3 1744564710 60.3
mjn-test-1 1744564751 47.9
mjn-u-cz1 1744564767 58.8
mjn-cz-noise-3 1744564768 59
mjn-test-1 1744564811 53
mjn-cz-noise-3 1744564826 56.8
mjn-u-cz1 1744564829 65.8
mjn-test-1 1744564873 55.4
mjn-u-cz1 1744564886 56.6
mjn-u-cz1 1744564946 59.9
mjn-cz-noise-3 1744564948 60.7
mjn-test-1 1744564992 48.5
mjn-cz-noise-3 1744565006 58.9
mjn-test-1 1744565050 52.7
mjn-u-cz1 1744565067 65.6
mjn-cz-noise-3 1744565068 60
mjn-cz-noise-3 1744565126 60.2
mjn-u-cz1 1744565132 65.1
mjn-test-1 1744565172 47.4
mjn-cz-noise-3 1744565185 59.3
mjn-u-cz1 1744565189 58.6
mjn-test-1 1744565231 54.1
mjn-u-cz1 1744565248 58.6
mjn-cz-noise-3 1744565252 57.3
mjn-test-1 1744565292 56.3
mjn-u-cz1 1744565306 62.2
mjn-cz-noise-3 1744565308 61.7
mjn-test-1 1744565350 53.7
mjn-cz-noise-3 1744565367 63.7
mjn-u-cz1 1744565367 55.1
mjn-test-1 1744565412 54.1
mjn-cz-noise-3 1744565424 56.2
mjn-u-cz1 1744565426 60.7
mjn-test-1 1744565469 48.2
mjn-cz-noise-3 1744565485 57.1
mjn-u-cz1 1744565487 53.2
mjn-u-cz1 1744565545 55.1
mjn-test-1 1744565592 59.6
mjn-cz-noise-3 1744565607 56.1
mjn-u-cz1 1744565610 65.1
mjn-b4 1744565648 47.9
mjn-test-1 1744565656 52.7
mjn-cz-noise-3 1744565667 62.3
mjn-u-cz1 1744565668 59.3
mjn-u-cz1 1744565725 65.4
mjn-cz-noise-3 1744565731 62.5
mjn-test-1 1744565772 56.8
mjn-cz-noise-3 1744565787 64.6
mjn-u-cz1 1744565788 64.6
mjn-test-1 1744565832 52.1
mjn-u-cz1 1744565846 57.9
mjn-cz-noise-3 1744565854 53.8
mjn-test-1 1744565889 54.4
mjn-cz-noise-3 1744565906 60.4
mjn-test-1 1744565949 54.8
mjn-cz-noise-3 1744565965 55.2
mjn-u-cz1 1744565966 59.4
mjn-test-1 1744566016 46
mjn-u-cz1 1744566025 59
mjn-cz-noise-3 1744566026 55.8
mjn-test-1 1744566078 55.5
mjn-u-cz1 1744566085 61.2
mjn-cz-noise-3 1744566091 58.4
mjn-test-1 1744566130 49.4
mjn-u-cz1 1744566148 56
mjn-cz-noise-3 1744566153 59.1
mjn-cz-noise-3 1744566204 55.8
mjn-u-cz1 1744566207 55.1
mjn-test-1 1744566249 51.7
mjn-cz-noise-3 1744566264 61.6
mjn-u-cz1 1744566267 62
mjn-test-1 1744566311 56.3
mjn-cz-noise-3 1744566325 61.1
mjn-u-cz1 1744566326 54.5
mjn-test-1 1744566372 57.7
mjn-cz-noise-3 1744566388 58.9
mjn-u-cz1 1744566389 60
mjn-test-1 1744566430 48.1
mjn-cz-noise-3 1744566445 68.2
mjn-u-cz1 1744566449 62.1
mjn-u-cz1 1744566506 58.6
mjn-cz-noise-3 1744566507 60
mjn-u-cz1 1744566565 55.3
mjn-cz-noise-3 1744566566 58.5
mjn-test-1 1744566609 50.8
mjn-u-cz1 1744566626 53.9
mjn-cz-noise-3 1744566630 60.1
mjn-test-1 1744566670 62.8
mjn-cz-noise-3 1744566685 60.2
mjn-test-1 1744566732 62.8
mjn-u-cz1 1744566749 57
mjn-cz-noise-3 1744566751 58.1
mjn-test-1 1744566791 54.5
mjn-cz-noise-3 1744566806 61.3
mjn-u-cz1 1744566810 57.2
mjn-test-1 1744566851 55.5
mjn-cz-noise-3 1744566865 71.3
mjn-u-cz1 1744566869 57.7
mjn-test-1 1744566911 53.6
mjn-cz-noise-3 1744566928 65.8
mjn-u-cz1 1744566929 60.6
mjn-test-1 1744566969 54
mjn-u-cz1 1744566986 58.8
mjn-cz-noise-3 1744566987 62.2
mjn-test-1 1744567035 54.6
mjn-cz-noise-3 1744567044 59.2
mjn-test-1 1744567092 50.5
mjn-u-cz1 1744567108 55.6
mjn-cz-noise-3 1744567112 59
mjn-test-1 1744567150 50.9
mjn-cz-noise-3 1744567167 52.4
mjn-u-cz1 1744567173 58.7
mjn-test-1 1744567211 53.3
mjn-u-cz1 1744567228 62
mjn-cz-noise-3 1744567232 62.7
mjn-cz-noise-3 1744567287 61.2
mjn-u-cz1 1744567289 59.5
mjn-test-1 1744567331 52.2
mjn-cz-noise-3 1744567346 61.8
mjn-u-cz1 1744567350 59.9
mjn-test-1 1744567391 47.3
mjn-cz-noise-3 1744567404 65.9
mjn-u-cz1 1744567406 67.9
mjn-test-1 1744567450 52.8
mjn-u-cz1 1744567466 58.5
mjn-cz-noise-3 1744567471 69.2
mjn-test-1 1744567510 52.5
mjn-cz-noise-3 1744567524 58.2
mjn-u-cz1 1744567529 58.4
mjn-cz-noise-3 1744567585 60.3
mjn-test-1 1744567631 51.1
mjn-cz-noise-3 1744567646 64.1
mjn-u-cz1 1744567647 60.6
mjn-cz-noise-3 1744567704 60.2
mjn-u-cz1 1744567709 56.4
mjn-test-1 1744567758 57.1
mjn-cz-noise-3 1744567764 66.5
mjn-u-cz1 1744567768 60.4
mjn-test-1 1744567811 55.4
mjn-u-cz1 1744567826 58.3
mjn-cz-noise-3 1744567830 59.7
mjn-cz-noise-3 1744567887 61
mjn-u-cz1 1744567888 58.3
mjn-test-1 1744567933 53
mjn-u-cz1 1744567946 56.1
mjn-cz-noise-3 1744567947 63.7
mjn-test-1 1744567989 55.2
mjn-cz-noise-3 1744568005 63.8
mjn-u-cz1 1744568005 55.6
mjn-u-cz1 1744568065 58.3
mjn-cz-noise-3 1744568073 60.4
mjn-test-1 1744568110 53.8
mjn-cz-noise-3 1744568123 60.3
mjn-u-cz1 1744568133 60.9
mjn-test-1 1744568173 56
mjn-cz-noise-3 1744568185 68
mjn-u-cz1 1744568187 58.7
mjn-test-1 1744568236 50.5
mjn-cz-noise-3 1744568245 64.8
mjn-u-cz1 1744568247 58.7
mjn-cz-noise-3 1744568306 61.5
mjn-u-cz1 1744568307 54.2
mjn-test-1 1744568351 51.2
mjn-cz-noise-3 1744568364 60.2
mjn-u-cz1 1744568368 54.5
mjn-test-1 1744568411 60.3
mjn-u-cz1 1744568425 61
mjn-cz-noise-3 1744568427 62.5
mjn-test-1 1744568470 54.5
mjn-cz-noise-3 1744568486 58.3
mjn-u-cz1 1744568488 59.4
mjn-test-1 1744568539 53.2
mjn-u-cz1 1744568547 55.1
mjn-cz-noise-3 1744568551 54.9
mjn-test-1 1744568592 53.3
mjn-cz-noise-3 1744568605 61.3
mjn-test-1 1744568649 52.5
mjn-cz-noise-3 1744568668 61.9
mjn-u-cz1 1744568668 56.8
mjn-test-1 1744568715 53.6
mjn-cz-noise-3 1744568726 62.7
mjn-u-cz1 1744568729 59.6
mjn-test-1 1744568769 50.9
mjn-cz-noise-3 1744568785 54.8
mjn-u-cz1 1744568788 60
mjn-u-cz1 1744568846 55.6
mjn-test-1 1744568889 50.5
mjn-cz-noise-3 1744568905 56
mjn-u-cz1 1744568907 58.5
mjn-test-1 1744568952 54.1
mjn-cz-noise-3 1744568963 52.4
mjn-test-1 1744569012 48
mjn-u-cz1 1744569026 54.5
mjn-cz-noise-3 1744569029 54.7
mjn-test-1 1744569071 55.9
mjn-cz-noise-3 1744569084 63.2
mjn-u-cz1 1744569085 56.4
mjn-u-cz1 1744569146 59.1
mjn-cz-noise-3 1744569154 60.2
mjn-test-1 1744569197 50.5
mjn-cz-noise-3 1744569208 60.2
mjn-u-cz1 1744569210 57.5
mjn-test-1 1744569251 53.2
mjn-cz-noise-3 1744569264 60.6
mjn-u-cz1 1744569269 66.2
mjn-test-1 1744569319 54.1
mjn-cz-noise-3 1744569327 60.6
mjn-u-cz1 1744569328 64.6
mjn-test-1 1744569372 50.1
mjn-u-cz1 1744569387 62.7
mjn-cz-noise-3 1744569391 60.6
mjn-cz-noise-3 1744569413 58.1
mjn-test-1 1744569432 55.2
mjn-cz-noise-3 1744569446 57.3
mjn-u-cz1 1744569448 58.5
mjn-test-1 1744569489 51
mjn-cz-noise-3 1744569503 55.6
mjn-u-cz1 1744569506 58.5
mjn-test-1 1744569557 49.7
mjn-cz-noise-3 1744569566 61.6
mjn-u-cz1 1744569569 60.5
mjn-test-1 1744569612 52.6
mjn-cz-noise-3 1744569624 58.7
mjn-u-cz1 1744569626 55.6
mjn-test-1 1744569670 52
mjn-cz-noise-3 1744569686 65.2
mjn-u-cz1 1744569689 53.8
mjn-cz-noise-3 1744569745 64.2
mjn-u-cz1 1744569748 60.7
mjn-test-1 1744569791 47.3
mjn-cz-noise-3 1744569803 57.2
mjn-u-cz1 1744569808 61.8
mjn-test-1 1744569856 49.7
mjn-cz-noise-3 1744569863 63.2
mjn-u-cz1 1744569869 53.3
mjn-test-1 1744569918 55.8
mjn-u-cz1 1744569926 60.8
mjn-cz-noise-3 1744569927 58.4
mjn-test-1 1744569972 54.4
mjn-u-cz1 1744569986 53.2
mjn-cz-noise-3 1744570047 56.8
mjn-test-1 1744570089 53.9
mjn-u-cz1 1744570107 57.7
mjn-test-1 1744570151 50.6
mjn-cz-noise-3 1744570164 60
mjn-u-cz1 1744570169 62.2
mjn-cz-noise-3 1744570227 63.7
mjn-u-cz1 1744570230 57.1
mjn-test-1 1744570272 52.2
mjn-cz-noise-3 1744570285 60.6
mjn-u-cz1 1744570286 58.9
mjn-u-cz1 1744570346 57.9
mjn-cz-noise-3 1744570348 61.4
mjn-test-1 1744570396 54.6
mjn-u-cz1 1744570406 55.8
mjn-cz-noise-3 1744570407 58.3
mjn-test-1 1744570453 52
mjn-u-cz1 1744570468 57.6
mjn-test-1 1744570520 55
mjn-cz-noise-3 1744570526 69.6
mjn-u-cz1 1744570528 61.8
mjn-test-1 1744570571 54.3
mjn-cz-noise-3 1744570583 56.1
mjn-u-cz1 1744570589 60.9
mjn-test-1 1744570633 52.5
mjn-u-cz1 1744570649 58.6
mjn-cz-noise-3 1744570652 57.1
mjn-test-1 1744570700 56.2
mjn-cz-noise-3 1744570704 56.1
mjn-u-cz1 1744570708 63.6
mjn-test-1 1744570752 52.2
mjn-cz-noise-3 1744570765 55.9
mjn-u-cz1 1744570766 60.6
mjn-u-cz1 1744570825 63.5
mjn-cz-noise-3 1744570827 61.7
mjn-cz-noise-3 1744570886 58.7
mjn-u-cz1 1744570888 60.7
mjn-test-1 1744570929 57
mjn-u-cz1 1744570949 56.2
mjn-cz-noise-3 1744571004 57
mjn-u-cz1 1744571006 62.6
mjn-test-1 1744571057 54.7
mjn-u-cz1 1744571065 57.8
mjn-cz-noise-3 1744571072 66.3
mjn-test-1 1744571109 55
mjn-u-cz1 1744571129 55.3
mjn-cz-noise-3 1744571133 60.5
mjn-u-cz1 1744571185 56.5
mjn-cz-noise-3 1744571187 66
mjn-test-1 1744571233 48.9
mjn-cz-noise-3 1744571245 62.6
mjn-u-cz1 1744571249 55
mjn-cz-noise-3 1744571304 54.8
mjn-u-cz1 1744571306 57.7
mjn-test-1 1744571353 50.8
mjn-cz-noise-3 1744571366 60.8
mjn-u-cz1 1744571369 68.9
mjn-u-cz1 1744571427 55.5
mjn-cz-noise-3 1744571433 60.9
mjn-test-1 1744571471 47
mjn-cz-noise-3 1744571483 77.1
mjn-test-1 1744571532 54.1
mjn-cz-noise-3 1744571544 57.9
mjn-u-cz1 1744571546 57.9
mjn-test-1 1744571590 54.5
mjn-cz-noise-3 1744571608 63.9
mjn-u-cz1 1744571609 56.8
mjn-test-1 1744571652 56.2
mjn-cz-noise-3 1744571666 61.3
mjn-u-cz1 1744571727 61.3
mjn-cz-noise-3 1744571749 57.1
mjn-cz-noise-3 1744571783 58.3
mjn-test-1 1744571833 54.7
mjn-u-cz1 1744571845 54
mjn-cz-noise-3 1744571851 55.3
mjn-test-1 1744571897 52.1
mjn-cz-noise-3 1744571906 51.7
mjn-cz-noise-3 1744571967 58.8
mjn-u-cz1 1744571967 55.2
mjn-cz-noise-3 1744572027 59.2
mjn-u-cz1 1744572033 66.3
mjn-cz-noise-3 1744572087 59.8
mjn-u-cz1 1744572094 50.2
mjn-test-1 1744572130 53.4
mjn-cz-noise-3 1744572144 64.7
mjn-u-cz1 1744572148 59.6
mjn-test-1 1744572192 49.7
mjn-u-cz1 1744572205 58.5
mjn-cz-noise-3 1744572207 65.4
mjn-test-1 1744572252 50.9
mjn-cz-noise-3 1744572263 60.5
mjn-u-cz1 1744572266 53.9
mjn-test-1 1744572313 56.7
mjn-u-cz1 1744572328 53.1
mjn-cz-noise-3 1744572331 54.2
mjn-cz-noise-3 1744572387 60.6
mjn-u-cz1 1744572388 59.4
mjn-cz-noise-3 1744572444 59.6
mjn-u-cz1 1744572449 58.1
mjn-test-1 1744572489 56.9
mjn-cz-noise-3 1744572504 62.3
mjn-u-cz1 1744572508 68.3
mjn-test-1 1744572557 55.6
mjn-cz-noise-3 1744572566 54.9
mjn-u-cz1 1744572567 56
mjn-test-1 1744572610 64.9
mjn-cz-noise-3 1744572624 63.3
mjn-u-cz1 1744572625 59.4
mjn-cz-noise-3 1744572683 61
mjn-u-cz1 1744572747 65.4
mjn-cz-noise-3 1744572748 59.2
mjn-test-1 1744572792 52.9
mjn-cz-noise-3 1744572804 62.3
mjn-u-cz1 1744572809 58.4
mjn-test-1 1744572860 51.7
mjn-u-cz1 1744572866 60.3
mjn-cz-noise-3 1744572868 59.9
mjn-test-1 1744572909 47.9
mjn-cz-noise-3 1744572926 61.7
mjn-test-1 1744572979 53.8
mjn-cz-noise-3 1744572983 60.3
mjn-u-cz1 1744572989 56.8
mjn-test-1 1744573039 52.9
mjn-cz-noise-3 1744573046 61.8
mjn-u-cz1 1744573048 55.2
mjn-test-1 1744573091 54.3
mjn-u-cz1 1744573105 59
mjn-cz-noise-3 1744573105 57.4
mjn-test-1 1744573149 51.4
mjn-cz-noise-3 1744573166 60.2
mjn-u-cz1 1744573167 55.9
mjn-test-1 1744573211 54.4
mjn-cz-noise-3 1744573228 60.1
mjn-u-cz1 1744573228 59.5
mjn-test-1 1744573271 56.7
mjn-u-cz1 1744573288 67.9
mjn-cz-noise-3 1744573292 57.1
mjn-cz-noise-3 1744573343 67.2
mjn-u-cz1 1744573349 56.3
mjn-test-1 1744573389 50
mjn-cz-noise-3 1744573405 61.8
mjn-u-cz1 1744573405 59.9
mjn-test-1 1744573457 54.6
mjn-cz-noise-3 1744573463 55.5
mjn-u-cz1 1744573465 58.4
mjn-test-1 1744573517 54.1
mjn-u-cz1 1744573528 59.5
mjn-cz-noise-3 1744573531 60.7
mjn-test-1 1744573569 49.8
mjn-cz-noise-3 1744573586 60.7
mjn-test-1 1744573636 48.3
mjn-u-cz1 1744573649 58
mjn-cz-noise-3 1744573650 64.3
mjn-test-1 1744573692 56.5
mjn-cz-noise-3 1744573703 57.5
mjn-u-cz1 1744573708 66.3
mjn-test-1 1744573749 51
mjn-cz-noise-3 1744573767 50.9
mjn-u-cz1 1744573767 55
mjn-u-cz1 1744573829 57.5
mjn-test-1 1744573869 52.1
mjn-cz-noise-3 1744573883 56
mjn-u-cz1 1744573888 60.3
mjn-test-1 1744573932 53.8
mjn-cz-noise-3 1744573945 61.9
mjn-u-cz1 1744573947 52.7
mjn-test-1 1744573991 50.5
mjn-u-cz1 1744574005 53.5
mjn-cz-noise-3 1744574009 58.5
mjn-test-1 1744574052 53.6
mjn-cz-noise-3 1744574064 52
mjn-u-cz1 1744574065 60.8
mjn-test-1 1744574117 47.6
mjn-cz-noise-3 1744574127 57.1
mjn-u-cz1 1744574127 53.7
mjn-test-1 1744574169 48
mjn-cz-noise-3 1744574185 56.2
mjn-u-cz1 1744574187 55
mjn-test-1 1744574233 50.6
mjn-cz-noise-3 1744574243 58.4
mjn-u-cz1 1744574249 58.5
mjn-test-1 1744574292 53.1
mjn-cz-noise-3 1744574307 62.8
mjn-test-1 1744574350 47.1
mjn-cz-noise-3 1744574364 51.3
mjn-u-cz1 1744574368 71.8
mjn-test-1 1744574417 58.5
mjn-cz-noise-3 1744574424 62.7
mjn-test-1 1744574471 50.9
mjn-cz-noise-3 1744574485 60.8
mjn-u-cz1 1744574489 67.2
mjn-test-1 1744574529 62.3
mjn-cz-noise-3 1744574548 60.4
mjn-u-cz1 1744574553 59.6
mjn-cz-noise-3 1744574606 59.7
mjn-test-1 1744574651 49.1
mjn-u-cz1 1744574667 57.4
mjn-cz-noise-3 1744574674 52.2
mjn-u-cz1 1744574728 63.1
mjn-cz-noise-3 1744574730 61.7
mjn-test-1 1744574735 50.3
mjn-test-1 1744574769 50.1
mjn-u-cz1 1744574787 54.9
mjn-test-1 1744574833 49.7
mjn-u-cz1 1744574846 52.3
mjn-cz-noise-3 1744574851 56.5
mjn-test-1 1744574892 56.2
mjn-cz-noise-3 1744574905 55.4
mjn-u-cz1 1744574908 54.7
mjn-test-1 1744574950 55
mjn-u-cz1 1744574965 56.5
mjn-cz-noise-3 1744574966 58.4
mjn-cz-noise-3 1744575026 59.9
mjn-u-cz1 1744575029 49.5
mjn-test-1 1744575072 44.6
mjn-cz-noise-3 1744575087 48.8
mjn-u-cz1 1744575093 53.8
mjn-cz-noise-3 1744575147 59.3
mjn-u-cz1 1744575154 57.7
mjn-test-1 1744575192 49.6
mjn-cz-noise-3 1744575207 66.9
mjn-u-cz1 1744575209 55.9
mjn-test-1 1744575252 44.5
mjn-u-cz1 1744575267 55.5
mjn-cz-noise-3 1744575272 58.8
mjn-cz-noise-3 1744575325 61.9
mjn-u-cz1 1744575327 62.4
mjn-test-1 1744575369 48.4
mjn-cz-noise-3 1744575384 60.3
mjn-u-cz1 1744575387 53.5
mjn-test-1 1744575431 51.5
mjn-cz-noise-3 1744575444 61.5
mjn-u-cz1 1744575449 53.9
mjn-test-1 1744575493 51.8
mjn-cz-noise-3 1744575506 57.3
mjn-u-cz1 1744575506 51.2
mjn-test-1 1744575551 49.4
mjn-cz-noise-3 1744575565 55.8
mjn-u-cz1 1744575567 59.5
mjn-u-cz1 1744575629 59.8
mjn-test-1 1744575672 53.6
mjn-cz-noise-3 1744575686 51.9
mjn-u-cz1 1744575689 64.5
mjn-test-1 1744575730 51
mjn-u-cz1 1744575745 53.3
mjn-cz-noise-3 1744575745 57.5
mjn-u-cz1 1744575805 59
mjn-test-1 1744575851 51
mjn-cz-noise-3 1744575864 57.4
mjn-u-cz1 1744575867 54.8
mjn-test-1 1744575912 49.2
mjn-cz-noise-3 1744575926 59.1
mjn-test-1 1744575969 56.2
mjn-cz-noise-3 1744575984 59.6
mjn-u-cz1 1744575986 56.2
mjn-test-1 1744576029 47.6
mjn-cz-noise-3 1744576103 59.9
mjn-u-cz1 1744576107 57.1
mjn-test-1 1744576155 51.2
mjn-cz-noise-3 1744576166 56.2
mjn-u-cz1 1744576169 55.3
mjn-test-1 1744576219 50.3
mjn-cz-noise-3 1744576224 65.4
mjn-u-cz1 1744576228 61.7
mjn-u-cz1 1744576287 55.1
mjn-test-1 1744576330 52.4
mjn-u-cz1 1744576347 68.4
mjn-test-1 1744576392 55.2
mjn-u-cz1 1744576405 59.1
mjn-cz-noise-3 1744576406 58.5
mjn-test-1 1744576449 56.5
mjn-cz-noise-3 1744576467 55.1
mjn-u-cz1 1744576468 59.6
mjn-test-1 1744576511 52
mjn-u-cz1 1744576529 54.2
mjn-test-1 1744576571 46.3
mjn-cz-noise-3 1744576585 56.5
mjn-u-cz1 1744576586 58.1
mjn-test-1 1744576631 54.3
mjn-u-cz1 1744576647 55.4
mjn-test-1 1744576695 50.8
mjn-u-cz1 1744576706 58.3
mjn-test-1 1744576752 48.6
mjn-cz-noise-3 1744576767 68.5
mjn-u-cz1 1744576768 58.8
mjn-test-1 1744576812 56.1
mjn-u-cz1 1744576826 56.4
mjn-cz-noise-3 1744576827 58.2
mjn-test-1 1744576871 46.5
mjn-cz-noise-3 1744576886 58.4
mjn-u-cz1 1744576889 56.4
mjn-test-1 1744576932 53.1
mjn-cz-noise-3 1744576943 61.2
mjn-u-cz1 1744577009 52.6
mjn-test-1 1744577056 51.6
mjn-cz-noise-3 1744577066 59.4
mjn-test-1 1744577109 53.4
mjn-cz-noise-3 1744577125 61.4
mjn-u-cz1 1744577127 46.9
mjn-cz-noise-3 1744577183 46.3
mjn-u-cz1 1744577188 62.8
mjn-test-1 1744577230 54.7
mjn-test-1 1744577291 50.4
mjn-u-cz1 1744577306 63.1
mjn-cz-noise-3 1744577307 55.6
mjn-cz-noise-3 1744577364 61
mjn-test-1 1744577409 54.3
mjn-u-cz1 1744577426 51.3
mjn-cz-noise-3 1744577484 55.5
mjn-u-cz1 1744577485 63.6
mjn-test-1 1744577538 53.6
mjn-u-cz1 1744577545 58.8
mjn-cz-noise-3 1744577547 60
mjn-test-1 1744577593 52.5
mjn-cz-noise-3 1744577604 55.6
mjn-u-cz1 1744577607 52.1
mjn-test-1 1744577651 46.4
mjn-u-cz1 1744577671 51.7
mjn-test-1 1744577713 71.6
mjn-u-cz1 1744577729 49
mjn-test-1 1744577769 52.7
mjn-cz-noise-3 1744577788 59.6
mjn-u-cz1 1744577789 51.2
mjn-test-1 1744577832 48.4
mjn-cz-noise-3 1744577845 57.1
mjn-u-cz1 1744577847 54.3
mjn-test-1 1744577889 61.6
mjn-cz-noise-3 1744577907 56.2
mjn-test-1 1744577958 41.7
